danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster,id
0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,10.0,0lYBSQXN6rCTvUZvg9S0lU
0.783,0.616,7.0,-11.131,1.0,0.0691,0.00149,0.769,0.117,0.0734,125.023,2.0,30WnQsvwFeYEd9k08vV7Dl
0.561,0.928,6.0,-5.812,0.0,0.0371,0.087,0.894,0.332,0.182,125.988,2.0,7jrMFjEq0t09f7m3HnnWXl
0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,5.0,7ef4DlsgrMEH11cDZd32M6
0.731,0.904,10.0,-4.774,0.0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,5.0,1q3qh7hEJrPmPH7uOteYSr
0.71,0.816,11.0,-4.516,0.0,0.186,0.0573,4.87e-06,0.176,0.363,131.001,5.0,4dq7XLDmFHNwc1yqL339qT
0.696,0.971,4.0,-4.403,0.0,0.0471,0.0107,0.651,0.129,0.0733,126.063,9.0,5166Ws58cqwtQE2YR7Nyal
0.659,0.93,0.0,-5.084,1.0,0.043,0.00634,0.177,0.104,0.546,135.977,3.0,1cQld05IcUDw3RCFt7uymW
0.427,0.626,8.0,-11.821,1.0,0.0385,0.0274,0.00395,0.106,0.743,126.877,1.0,1kPBT8S2wJFNAyBMnGVZgL
0.518,0.376,9.0,-18.248,0.0,0.0431,0.933,0.86,0.0976,0.744,158.089,2.0,1a2iF9XymafjRk56q7oCxo
0.547,0.46,11.0,-8.759,0.0,0.0256,0.344,0.442,0.0983,0.543,90.768,2.0,4qYHnP5AmKzXbJhciPV8si
0.598,0.735,2.0,-10.882,1.0,0.0973,0.44,0.000215,0.681,0.615,111.129,12.0,4NQfrmGs9iQXVQI9IpRhjM
0.661,0.342,9.0,-16.361,0.0,0.043,0.844,0.000128,0.26,0.588,146.118,7.0,58PSYdY0GFg0LFb2PxYk4T
0.441,0.455,10.0,-14.207,1.0,0.0485,0.62,0.00187,0.135,0.918,160.9,13.0,2HUZVffVPXvqnrml0gXggp
0.277,0.479,5.0,-8.483,0.0,0.0495,0.585,0.0224,0.16,0.483,53.905,7.0,2Mr1bGI2E10K7Mt1UJZ6Mw
0.711,0.483,11.0,-11.211,1.0,0.0298,0.434,0.012,0.0284,0.884,91.652,1.0,3XxBSvDZKH5YvZZjTpn6eR
0.676,0.334,5.0,-10.572,1.0,0.0508,0.862,0.0,0.32,0.867,158.0,13.0,3ocm1Cf1Dk1ODrdBdybh82
0.565,0.526,0.0,-11.352,1.0,0.0365,0.0339,0.000119,0.11,0.637,167.936,3.0,4KMXlzvtC8xjLseDqDjpeU
0.513,0.546,0.0,-15.672,1.0,0.0391,0.333,0.0,0.17,0.834,85.527,3.0,2wnjZXcAT3rCjjqxLeHjv7
0.572,0.348,0.0,-13.454,1.0,0.0294,0.44,0.000721,0.235,0.34,73.304,11.0,760clbeDBWmBsBLbszWuNZ
0.563,0.542,9.0,-10.862,1.0,0.0962,0.706,3.59e-05,0.355,0.785,133.285,13.0,5MTsZG10E0hTvAkdioyPnw
0.56,0.241,4.0,-15.385,0.0,0.0314,0.593,0.195,0.122,0.341,79.537,7.0,5Oc0vLGWdEWeCqIU8zyELt
0.303,0.648,0.0,-6.795,1.0,0.0512,0.642,0.053,0.407,0.644,170.379,4.0,5x7Oxaa9EEIx9nw17CC5yW
0.548,0.874,8.0,-10.147,1.0,0.0463,0.279,0.0463,0.173,0.966,172.129,4.0,2ROJOb98GorxStuOuZWcGd
0.713,0.281,3.0,-11.057,0.0,0.0379,0.137,0.0258,0.111,0.397,148.301,7.0,5MVMARaMoclifNmBtPu0dD
0.595,0.525,11.0,-11.582,0.0,0.0499,0.3,3.15e-05,0.197,0.826,124.569,5.0,6kucNn22HB0qb2ZPa1BrNl
0.353,0.921,2.0,-5.64,1.0,0.0758,0.0488,0.065,0.314,0.526,145.589,4.0,0h06YSqzwbAU9ZDuIvw8pk
0.542,0.502,3.0,-10.607,0.0,0.0515,0.195,0.00812,0.174,0.948,174.11,4.0,2FtX5tOFUVOyjcGQiuGR8f
0.294,0.736,7.0,-7.961,0.0,0.151,0.282,0.0418,0.102,0.753,208.576,4.0,3E0VKSvZp76kvBU2WwwBul
0.321,0.625,2.0,-5.219,0.0,0.0302,0.491,5.08e-05,0.345,0.777,107.338,9.0,3YGsgJqtIWKjMjZtKLk11Z
0.449,0.412,2.0,-7.19,1.0,0.0297,0.581,7.01e-06,0.452,0.432,144.185,12.0,1yKah8BCP3Vgq2tPBOLKL0
0.633,0.625,0.0,-10.951,1.0,0.0436,0.492,0.000418,0.204,0.841,103.355,3.0,2mVp83pLkWJN03Ha8Txydf
0.792,0.495,0.0,-11.603,1.0,0.0527,0.239,0.00175,0.074,0.719,118.066,3.0,4Gia17DzXBhYFbYiJj6SyW
0.552,0.443,9.0,-9.113,0.0,0.0453,0.0563,0.000173,0.0864,0.543,129.888,5.0,2bIfM0ZOF4gxK1BeqH3Djm
0.563,0.781,3.0,-3.436,1.0,0.0968,0.637,1.42e-05,0.334,0.776,118.043,3.0,2SL0h7FKhJ1O5DcvmvPqU5
0.775,0.499,4.0,-7.181,1.0,0.0415,0.496,0.0219,0.114,0.862,121.056,3.0,3CBV8LLmD6YACpUR6P85Di
0.629,0.0192,4.0,-19.952,1.0,0.0833,0.989,4.3e-05,0.106,0.335,169.254,13.0,6f3OYG5R630tjwFIHIE7j2
0.64,0.496,2.0,-11.124,1.0,0.0413,0.616,4.63e-05,0.183,0.954,116.632,3.0,61K6lqGyrl2Aerk0LjAZem
0.872,0.384,0.0,-16.204,1.0,0.0388,0.418,0.317,0.0687,0.938,102.597,3.0,2Qj1FilGsXITZbFVmVeoLy
0.378,0.756,7.0,-11.073,1.0,0.0673,0.436,0.0351,0.867,0.838,131.577,12.0,4c0Mgs559lG4sPiEC3XcxY
0.294,0.611,2.0,-6.268,1.0,0.0348,0.0226,0.435,0.114,0.567,178.191,4.0,1sxtxIKhRiQwuGpUwHoEHq
0.779,0.155,5.0,-21.57,1.0,0.112,0.856,7.82e-06,0.0974,0.696,103.251,11.0,1cRTAPP2FG9h2WiYMOIVIK
0.678,0.612,4.0,-9.764,1.0,0.0339,0.101,0.318,0.164,0.857,118.381,3.0,31GIhpOQpKCzlnuPn03pBQ
0.537,0.695,11.0,-9.88,1.0,0.0377,0.00393,0.188,0.084,0.77,131.307,1.0,0RTjFVHvqjTdpX2NawwyXI
0.639,0.496,1.0,-6.844,0.0,0.0375,0.713,0.254,0.0545,0.467,140.394,7.0,1HRx7dciQYCv76XvbBDAGM
0.648,0.544,1.0,-8.963,1.0,0.179,0.343,2.93e-06,0.087,0.619,153.063,3.0,1TRIYxcVJYPki5AX2hZzZT
0.84,0.412,1.0,-14.23,1.0,0.056,0.0217,0.784,0.041,0.963,122.807,2.0,1cXc92MX9kFjMrrDsvdf9w
0.566,0.657,4.0,-10.33,1.0,0.0693,0.751,0.896,0.156,0.643,145.359,2.0,0WvSYVnEXD7QLa5pDJ920S
0.519,0.779,4.0,-9.159,1.0,0.0648,0.573,8.13e-05,0.286,0.888,113.487,3.0,57W5o6ojTFtydDMZ0mDDB3
0.621,0.519,11.0,-13.328,0.0,0.102,0.837,0.00246,0.162,0.775,117.005,7.0,65VzqBb5ogD2xIFD8jetMG
0.67,0.174,11.0,-15.902,1.0,0.0635,0.841,0.00505,0.117,0.386,149.1,13.0,36ccrof5DFicLrejE4hEye
0.73,0.235,0.0,-15.276,1.0,0.0355,0.527,0.0112,0.0663,0.624,87.226,11.0,4Ra0IrmzAPudI6QMvNF8cg
0.469,0.236,7.0,-16.981,1.0,0.0364,0.407,0.0434,0.215,0.415,82.232,11.0,3gg0xEc2b4eEbYySLmfFU1
0.556,0.567,9.0,-11.426,0.0,0.0333,0.0581,0.00143,0.0907,0.858,141.345,5.0,2PcbVKT28p9mOlWBDL371J
0.447,0.464,2.0,-11.622,1.0,0.12,0.807,0.000118,0.249,0.62,175.465,13.0,2hv2NiSq8p4pgL28pxcqAJ
0.56,0.73,1.0,-5.69,1.0,0.0362,0.219,0.144,0.179,0.963,151.594,3.0,5goa9CsIDXc9G0Df9dL9ft
0.686,0.593,0.0,-10.078,1.0,0.0597,0.468,2.19e-05,0.352,0.946,92.82,3.0,2r6Ve8kNEzqg3u45UL0muX
0.489,0.747,10.0,-8.295,1.0,0.101,0.0655,9.82e-05,0.0422,0.626,109.799,1.0,7p5Xpx7dd9wSPJF4Q4Nfbu
0.705,0.483,1.0,-12.209,1.0,0.0542,0.15,0.0265,0.202,0.713,122.863,3.0,01noJYGB8kT65mi8Pc2Ola
0.502,0.753,11.0,-9.625,0.0,0.0395,0.142,0.00824,0.0891,0.927,122.656,5.0,2Cg3GUkhjX96nO4p2WRlIa
0.433,0.7,11.0,-8.197,1.0,0.163,0.843,0.324,0.102,0.8,80.623,1.0,2XBeWZJeIojOrFOfVvn2dF
0.606,0.301,0.0,-11.402,1.0,0.0423,0.545,0.00194,0.0419,0.457,100.979,11.0,73GEVn1tqk9bn0KbtWsiqj
0.584,0.278,4.0,-18.566,1.0,0.0312,0.55,0.21,0.255,0.75,81.712,11.0,1i7nQGgwloILcp6ZftH2Qa
0.303,0.492,0.0,-10.716,1.0,0.039,0.197,0.63,0.288,0.677,200.018,4.0,3Gq3uFAdJltar4ddwboPby
0.536,0.723,8.0,-13.898,0.0,0.0415,0.165,0.00812,0.288,0.916,126.737,5.0,1ekio2Gk6WycLArAUJZfxM
0.693,0.454,10.0,-10.275,0.0,0.03,0.417,0.000315,0.156,0.914,112.214,5.0,4lbqUtqgX3dITgYJMBjCDS
0.767,0.496,10.0,-11.399,1.0,0.0307,0.237,0.0723,0.0853,0.751,110.932,1.0,2uDIGXUD5hLdM7wzyl1PaR
0.523,0.568,9.0,-12.584,1.0,0.0751,0.652,0.00534,0.1,0.813,135.448,13.0,6tilCYbheGMHo3Hw4F22hF
0.566,0.424,7.0,-8.689,0.0,0.0392,0.669,0.00456,0.175,0.431,105.768,7.0,79lwbvYgFFw3eNbBx4bBRw
0.49,0.338,2.0,-13.657,1.0,0.2,0.472,4.31e-06,0.109,0.463,140.533,13.0,7pzDaHQx6WFWtdx9PLPxcx
0.554,0.49,9.0,-8.725,1.0,0.0267,0.736,0.00728,0.327,0.578,67.591,11.0,5KZrHPwscBkXturVJCJlM4
0.636,0.668,0.0,-6.857,1.0,0.0568,0.749,0.00121,0.0555,0.666,94.668,3.0,0tYJ6uY0ETQOtOM8KySMSp
0.638,0.738,9.0,-9.563,1.0,0.0271,0.0315,0.000634,0.211,0.816,104.098,1.0,6KSa2Y1HnG0XlPQfEN4Xgi
0.705,0.401,9.0,-9.506,0.0,0.0475,0.812,0.0,0.319,0.649,104.956,7.0,44s75M70lhq25s3CiW0pxq
0.48,0.303,5.0,-13.675,1.0,0.0384,0.812,0.0,0.0889,0.643,98.282,11.0,50y6y3iwBlKKev2U4a6GK5
0.5,0.638,2.0,-7.262,1.0,0.0461,0.125,0.0285,0.199,0.746,122.621,3.0,3NWDb3bbMBTArBblzG4jMX
0.642,0.708,9.0,-13.402,1.0,0.0543,0.0346,0.0103,0.0844,0.775,108.143,1.0,512gC8sU5PxZAFrskHEfzk
0.874,0.714,7.0,-6.664,1.0,0.129,0.0155,0.0,0.0968,0.541,95.826,1.0,65dalI2zUxJy2ITurZAaUb
0.816,0.775,11.0,-3.323,1.0,0.234,0.16,0.00031,0.0543,0.527,93.431,0.0,6o2g1BJvtYQssH84kBYs7y
0.639,0.628,6.0,-7.578,0.0,0.0399,0.0381,0.0,0.386,0.43,90.482,9.0,503OTo2dSqe7qk76rgsbep
0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,6.0,5TRPicyLGbAF2LGBFbHGvO
0.802,0.785,9.0,-4.781,1.0,0.207,0.14,0.0,0.123,0.435,99.998,0.0,1auxYwYrFRqZP7t3s7w4um
0.901,0.697,9.0,-3.439,1.0,0.28,0.145,0.0,0.287,0.67,93.941,0.0,2wGSgTmgSF3xjRrHkTc25R
0.916,0.844,7.0,-3.967,1.0,0.236,0.0394,0.0,0.0778,0.586,95.19,0.0,7KwZNVEaqikRSBSpyhXK2j
0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,5.0,0Z2J91b2iTGLVTZC4fKgxf
0.489,0.692,1.0,-6.672,1.0,0.41,0.0322,0.00608,0.315,0.527,96.946,6.0,0j2T0R9dR9qdJYsB7ciXhf
0.922,0.909,10.0,-2.429,0.0,0.27,0.0281,0.0,0.0856,0.309,95.295,0.0,4nva9EpKntUTs6CRSGBCn9
0.956,0.745,11.0,-4.753,0.0,0.12,0.206,0.0,0.0615,0.912,107.075,5.0,4LwU4Vp6od3Sb08CsP99GC
0.888,0.632,1.0,-3.872,1.0,0.219,0.19,0.0,0.101,0.662,91.979,0.0,04KTF78FFg8sOHC1BADqbY
0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,9.0,2NBQmPrOEEjA8VbeWOQGxO
0.899,0.713,6.0,-2.752,0.0,0.366,0.255,0.0,0.0708,0.777,90.051,0.0,5A6OHHy73AR5tLxgTc98zz
0.862,0.648,4.0,-7.401,0.0,0.251,0.0455,0.0,0.0332,0.637,98.012,0.0,7iL6o9tox1zgHpKUfh9vuC
0.669,0.821,11.0,-4.37,0.0,0.29,0.00182,0.0,0.147,0.684,94.895,0.0,4PmMVdIFpJTB9WQbmILf4p
0.542,0.914,0.0,-4.747,0.0,0.113,0.0161,0.0,0.744,0.576,153.993,12.0,5Tbpp3OLLClPJF8t1DmrFD
0.457,0.906,5.0,-2.278,0.0,0.342,0.249,0.0,0.182,0.54,104.02,6.0,2gZUPNdnz5Y45eiGxpHGSc
0.905,0.544,8.0,-4.354,0.0,0.117,0.258,0.0,0.0618,0.882,90.026,5.0,5UsLjwBaTHBX4ektWIr4XX
0.6,0.706,10.0,-7.899,0.0,0.361,0.209,0.0,0.125,0.58,173.926,6.0,4YA5g2UpNLmdql8fdrhlwY
0.603,0.762,4.0,-7.744,0.0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,0.0,4IYKjN1DrYzxKXt0umJqsG
0.845,0.884,6.0,-4.506,0.0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,5.0,39QBkWKnap8wRSW4WB9OK0
0.925,0.659,3.0,-4.763,1.0,0.231,0.206,7.88e-05,0.279,0.71,97.018,0.0,4INDiWSKvqSKDEu7mh8HFz
0.849,0.521,11.0,-12.999,0.0,0.216,0.304,1.65e-06,0.115,0.763,95.265,0.0,69bHJ9qs5FrUJbKP8xU8uZ
0.811,0.823,4.0,-5.921,0.0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,5.0,7nYvUtkQMx1v80S2FH2s9J
0.754,0.631,7.0,-4.751,0.0,0.307,0.552,0.0,0.5,0.432,94.577,0.0,7L93GESzq43UkKUt5FsOCq
0.637,0.834,3.0,-4.686,0.0,0.323,0.614,0.0,0.317,0.715,87.312,0.0,14I61w6cyYUHiV2n28IYdP
0.725,0.64,5.0,-7.905,0.0,0.332,0.0281,0.0,0.099,0.915,166.028,6.0,5g1vtHqi9uV7xtYeCcFOBx
0.734,0.735,7.0,-6.201,1.0,0.065,0.000813,3.25e-05,0.559,0.729,96.806,12.0,6glsMWIMIxQ4BedzLqGVi4
0.51,0.931,11.0,-3.302,1.0,0.347,0.0738,0.0,0.5,0.53,201.936,6.0,0eO8MW9YSTK3CjdaTYKlhF
0.879,0.564,10.0,-7.682,0.0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,0.0,0LWkaEyQRkF0XAms8Bg1fC
0.325,0.848,7.0,-5.611,1.0,0.279,0.0109,0.0,0.124,0.433,100.093,10.0,5PQmSHzWnlgG4EBuIqjac2
0.563,0.496,6.0,-9.381,0.0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,6.0,1EoHEkVcysf4WVDx6r9WzQ
0.88,0.814,11.0,-6.307,0.0,0.14,0.168,0.00672,0.0584,0.942,138.083,5.0,4qikXelSRKvoCqFcHLB2H2
0.82,0.809,4.0,-6.759,0.0,0.251,0.443,0.00175,0.0613,0.737,83.011,0.0,7m97yKVzPpXV9Z4ezEziOD
0.797,0.75,0.0,-9.369,1.0,0.247,0.533,0.108,0.095,0.74,177.87,6.0,7gKgd0P3dAAePiSQQBqrlf
0.865,0.664,2.0,-6.822,1.0,0.108,0.00689,0.0,0.142,0.565,162.831,3.0,6zsk6uF3MxfIeHPlubKBvR
0.871,0.597,5.0,-4.932,0.0,0.0464,0.126,0.000113,0.0638,0.635,125.999,5.0,3wMUvT6eIw2L5cZFG1yH9j
0.737,0.697,2.0,-3.716,1.0,0.254,0.0756,0.0,0.359,0.662,104.917,0.0,5z7mYFfhw6N6f23VwrokJD
0.835,0.757,8.0,-5.029,0.0,0.23,0.00647,0.0,0.29,0.626,82.038,0.0,4UNhyW0R7qylxrF6Z0q2Tb
0.502,0.652,9.0,-7.224,1.0,0.3,0.0848,0.0,0.0675,0.648,136.08,6.0,6o3s08kk2fQI37vxGZDrJ1
0.884,0.679,10.0,-5.857,0.0,0.282,0.0957,0.00209,0.0289,0.591,76.993,0.0,3hQCHzkE5oSA3F1xM8bpcM
0.749,0.745,2.0,-10.625,1.0,0.164,0.000501,0.00403,0.333,0.481,101.972,3.0,5Tl0HJvynZtKdSUMKbFVVX
0.904,0.813,4.0,-7.105,0.0,0.121,0.0311,0.00697,0.0471,0.81,125.461,5.0,27AHAtAirQapVldIm4c9ZX
0.814,0.481,0.0,-5.183,1.0,0.245,0.097,3.83e-05,0.0495,0.193,96.252,0.0,0UaMYEvWZi0ZqiDOoHU3YI
0.782,0.861,3.0,-3.813,0.0,0.181,0.0158,0.000532,0.0675,0.518,96.458,0.0,3ABG1UQTk0eLYUAeWkmfMi
0.758,0.768,6.0,-5.603,1.0,0.174,0.0237,0.0,0.141,0.824,83.033,0.0,5hALSggfcyvBNLUHY8pvZd
0.792,0.701,6.0,-7.198,0.0,0.283,0.105,0.0,0.761,0.251,103.89,12.0,4X1odWLrLSSahaK6Hi15AA
0.862,0.642,6.0,-13.652,0.0,0.101,0.102,0.0,0.272,0.765,99.2,5.0,0shK5iZQppbHPQYiy60xs9
0.674,0.695,6.0,-8.636,0.0,0.278,0.0387,0.00202,0.194,0.773,151.486,6.0,1SyQ6t9RdRBK0QUCS6a797
0.783,0.916,1.0,-3.344,1.0,0.415,0.11,0.0,0.0746,0.695,95.321,0.0,3uqinR4FCjLv28bkrTdNX5
0.925,0.744,0.0,-5.79,1.0,0.367,0.0644,0.0,0.0888,0.656,93.02,0.0,2Ozc0me9PV5vlt8cokwdvI
0.907,0.625,1.0,-5.557,1.0,0.198,0.0042,0.0,0.151,0.605,99.918,0.0,0jSMveIWvnhDIvzqN74Uc7
0.672,0.777,9.0,-4.238,0.0,0.0956,0.0379,0.00141,0.159,0.238,90.575,9.0,2lMg3lCMOGistaWBNGjuT3
0.829,0.428,0.0,-9.469,1.0,0.0831,0.056,0.00413,0.137,0.45,148.075,3.0,7jIujRjK5JKNrMCcAvYUTN
0.622,0.913,1.0,-3.701,1.0,0.462,0.141,2.71e-05,0.12,0.546,92.222,6.0,5jnxxpX2834SB6LJ0S73Uz
0.886,0.626,11.0,-2.528,0.0,0.277,0.265,0.0,0.024,0.856,93.989,0.0,62l1ZGNoUlJlVwhwMKu2T6
0.78,0.657,1.0,-7.149,1.0,0.317,0.0321,2.56e-06,0.339,0.648,163.969,6.0,6mcu7D7QuABVwUGDwovOEh
0.669,0.829,1.0,-3.801,1.0,0.49,0.179,0.0,0.241,0.61,118.934,6.0,3IrkbGQCoEPAkzJ0Tkv8nm
0.758,0.957,7.0,-2.281,1.0,0.0357,0.039,0.0,0.133,0.966,111.121,1.0,2eOuL8KesslTLQERQPu11D
0.834,0.481,2.0,-7.824,0.0,0.188,0.0732,0.0,0.0934,0.406,89.849,0.0,6HxweNytuEQdmGeVtZPZz3
0.906,0.623,1.0,-6.711,0.0,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,0.0,4bUfMNNmiCmPXVyWzIfKeZ
0.865,0.657,7.0,-6.722,1.0,0.076,0.0404,0.0,0.14,0.316,111.115,1.0,1NHwvBmrUje4L1dxfWnXCH
0.68,0.894,1.0,-4.86,1.0,0.255,0.0206,0.0,0.462,0.803,94.089,0.0,00i2HU7TEzzftShjRrDSEF
0.86,0.688,9.0,-7.203,0.0,0.434,0.399,0.0,0.67,0.622,100.934,6.0,5osSw3tL07Tuid7AWsvYcc
0.936,0.678,4.0,-3.012,0.0,0.21,0.0795,0.0,0.0838,0.822,96.911,0.0,3lcC9CnN7Rpo1ugATzmYjY
0.797,0.502,10.0,-3.925,0.0,0.0968,0.0154,0.0,0.1,0.385,106.997,5.0,5stZnlPMYz3Ba8Hbo3ajlP
0.763,0.85,7.0,-3.052,1.0,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,1.0,4MMqj7HaLL8BphbBZnlsdq
0.837,0.885,6.0,-3.914,0.0,0.182,0.103,0.0,0.0666,0.694,95.313,0.0,3ia3dJETSOllPsv3LJkE35
0.771,0.621,1.0,-7.453,1.0,0.0376,0.0297,0.0,0.124,0.154,101.007,10.0,2NPxL1QqPrD1a7OLHjVcAP
0.632,0.786,9.0,-5.596,1.0,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,0.0,0jrz4ZQKCsC6h2vzqgHiEp
0.904,0.826,1.0,-2.372,0.0,0.272,0.0531,0.0,0.214,0.824,101.35,0.0,1FK0sZfZzCAIDUn7htCemp
0.946,0.837,1.0,-5.355,0.0,0.164,0.00084,0.0,0.0482,0.893,99.881,0.0,1YQ7BbJR8HqAolfprvxGKu
0.802,0.772,1.0,-4.893,0.0,0.192,0.358,0.0,0.0603,0.654,96.046,0.0,1xMPwgmLHVXkIFYL0rvGiZ
0.707,0.538,0.0,-5.264,1.0,0.505,0.362,0.0,0.317,0.439,121.732,6.0,1g0oI97rPdYuWDIpkbtQdv
0.52,0.847,9.0,-5.3,1.0,0.427,0.272,0.0,0.325,0.799,177.371,6.0,75DjPjiIp2fvJDjtt41Jfs
0.92,0.861,7.0,-5.435,1.0,0.218,0.211,2.59e-05,0.0288,0.718,97.969,0.0,4JYUDRtPZuVNi7FAnbHyux
0.727,0.961,4.0,-3.761,0.0,0.098,0.0278,7.85e-06,0.334,0.8,105.031,5.0,0e42i89bY2NmPuVDtey8pg
0.867,0.796,6.0,-4.73,1.0,0.0693,0.202,0.0,0.0838,0.776,92.766,1.0,4WimB4Ei0LU3MotHhL3kBL
0.697,0.793,6.0,-4.699,0.0,0.323,0.0844,0.0,0.0619,0.56,89.767,0.0,32SFvZODywPBVDYSYtqxCj
0.791,0.863,3.0,-6.118,0.0,0.151,0.317,1.13e-06,0.27,0.742,97.035,0.0,4SnTf4ixVZCfQtxHNhky0T
0.777,0.751,1.0,-5.692,1.0,0.133,0.245,0.0,0.1,0.191,177.894,10.0,5ZKVNTG7yu7gbX4vryqS2X
0.656,0.88,11.0,-5.425,0.0,0.143,0.0421,0.0,0.294,0.758,85.565,5.0,0LyZGZEZcFqpeF8bAfx3v0
0.874,0.498,8.0,-9.108,1.0,0.233,0.00791,0.00375,0.102,0.599,81.997,0.0,493CPxYEHHzXeSdnp8Ul73
0.618,0.691,10.0,-7.041,0.0,0.308,0.00452,3.17e-06,0.0614,0.762,170.446,6.0,08bn759cPYICtUPoYx29P0
0.776,0.968,4.0,-4.25,0.0,0.0914,0.00147,0.0,0.204,0.668,97.74,5.0,2mSLhpYdxyeKUeiSwdtS6E
0.881,0.83,7.0,-4.563,1.0,0.172,0.0144,0.00771,0.0626,0.765,98.793,0.0,4olPjhmLorTREwFO8YvHDk
0.853,0.752,1.0,-8.831,1.0,0.339,0.178,4.65e-06,0.0553,0.935,104.946,0.0,7nDtDxsKJ3fho8xEmU65JJ
0.686,0.608,1.0,-7.293,1.0,0.386,0.0363,0.0,0.104,0.452,68.308,0.0,3CZlTOyNnKVMb021IYEY6r
0.565,0.499,11.0,-11.49,0.0,0.366,0.265,0.0745,0.877,0.771,87.908,12.0,4MHboJP4Mj8b2bc4hXayIo
0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585,6.0,2Y28AeUQPTx6UqWJImdPTf
0.794,0.662,6.0,-4.913,0.0,0.249,0.0789,0.0,0.0937,0.683,93.053,0.0,2igwFfvr1OAGX9SKDCPBwO
0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,0.0,6Wnlq1Pu3I0BajLvxn05Vr
0.713,0.471,1.0,-7.392,0.0,0.483,0.421,0.0,0.0308,0.779,199.764,6.0,3QHPHLAkYV5cQBUYs6rowx
0.843,0.806,4.0,-5.946,0.0,0.269,0.143,0.0,0.0771,0.613,94.948,0.0,6Wt5QBzHp9vdSLAFlvdnDQ
0.759,0.678,9.0,-5.148,0.0,0.314,0.23,0.0,0.15,0.327,89.64,0.0,0I3q5fE6wg7LIfHGngUTnV
0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,5.0,5ljCWsDlSyJ41kwqym2ORw
0.911,0.551,8.0,-3.75,0.0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,5.0,1KGi9sZVMeszgZOWivFpxs
0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,0.0,3aw9iWUQ3VrPQltgwvN9Xu
0.803,0.454,8.0,-4.802,0.0,0.0294,0.352,0.0,0.0655,0.739,99.99,5.0,6MdqqkQ8sSC0WB4i8PyRuQ
0.672,0.82,11.0,-4.456,1.0,0.0459,0.0368,0.000188,0.184,0.438,120.005,1.0,7k6IzwMGpxnRghE7YosnXT
0.835,0.707,8.0,-5.074,1.0,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,1.0,3NZJlJemX3mzjf56MqC5ML
0.535,0.505,2.0,-8.926,0.0,0.245,0.0393,0.0,0.0923,0.495,99.935,0.0,2mKouqwAIdQnMP43zxR89r
0.571,0.739,7.0,-6.11,1.0,0.247,0.00865,5.21e-06,0.158,0.66,83.089,0.0,0uEp9E98JB5awlA084uaIg
0.689,0.784,2.0,-2.972,1.0,0.074,0.182,0.0,0.0843,0.561,99.954,3.0,4mmkhcEm1Ljy1U9nwtsxUo
0.652,0.749,0.0,-5.248,1.0,0.0886,0.0848,0.0,0.604,0.651,94.103,12.0,6DkXLzBQT7cwXmTyzAB1DJ
0.889,0.818,9.0,-4.639,1.0,0.253,0.47,0.0,0.179,0.782,96.063,0.0,1z6WtY7X4HQJvzxC4UgkSf
0.85,0.7,7.0,-6.49,1.0,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,1.0,5ByAIlEEnxYdvpnezg7HTX
0.412,0.876,5.0,-6.008,0.0,0.47,0.102,0.0,0.297,0.703,130.159,6.0,3Gf5nttwcX9aaSQXRWidEZ
0.831,0.921,5.0,-2.383,0.0,0.0582,0.153,0.00224,0.305,0.795,108.002,5.0,5Y77SQxEr1eiofPeUTPHxM
0.846,0.482,1.0,-6.721,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,9.0,4jnFqNWeJCeCRHc4HCdxfd
0.646,0.813,6.0,-3.846,0.0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,0.0,7xYnUQigPoIDAMPVK79NEq
0.742,0.595,9.0,-7.51,1.0,0.107,0.15,0.0,0.111,0.431,101.013,1.0,70FCugJxa7XW04Np6iYJdI
0.745,0.694,8.0,-7.519,1.0,0.128,0.0962,0.0,0.0454,0.74,95.924,1.0,3jVtllWS5CFFWLQng8sKsr
